"course_title","price","num_subscribers","num_reviews","num_lectures","content_duration","is_paid.f","level.f","subject.f"
"Nest Egg Investing",45,6,0,12,2,"True","Beginner Level","Business Finance"
"Economics for beginners - Various Concepts",25,2,0,34,2.5,"True","Beginner Level","Business Finance"
"Investing in Stocks & Shares",20,2,0,24,2,"True","Beginner Level","Business Finance"
"Learn Financial Modeling from Scratch - Part 2",50,2,1,27,3.5,"True","All Levels","Business Finance"
"Learn Financial Modeling from Scratch - Part 3",50,2,0,22,2,"True","All Levels","Business Finance"
"A Practical Guide to Wealth Creation",35,6,0,7,1,"True","All Levels","Business Finance"
"'Geometry Of Chance strategy of defeating the roulette.""",30,2,1,10,1.5,"True","Intermediate Level","Business Finance"
"Trading Algorítmico en Forex: Crea tu primer Robot de Forex!",170,206,39,39,6.5,"True","All Levels","Business Finance"
"MQL4 Bootcamp Tutorial- Trading Robot Coding in Metatrader4",20,313,14,25,1,"True","Beginner Level","Business Finance"
"Introducción a la contabilidad",20,193,19,14,1,"True","Beginner Level","Business Finance"
"Einnahmen aus Udemy-Kursen als Dozent korrekt versteuern",30,66,16,11,1,"True","Beginner Level","Business Finance"
"Contabilidad Gubernamental en México",30,270,22,24,3.5,"True","All Levels","Business Finance"
"株式投資に必要なスキルの学習手順を学ぶ",20,139,36,29,2,"True","Beginner Level","Business Finance"
"Formação de preços em serviços",35,77,5,28,2,"True","Intermediate Level","Business Finance"
"Geld verdienen mit dem Ticken der Uhr, wie Warren Buffett!",195,225,41,33,5,"True","All Levels","Business Finance"
"Торговля дельта-нейтральными стренглами",150,23,6,25,1.5,"True","All Levels","Business Finance"
"Guía práctica para comprar acciones en la Bolsa de USA",0,4876,210,36,4.5,"False","Intermediate Level","Business Finance"
"Contabilidad Financiera: Conoce el Lenguaje de los Negocios.",20,244,13,21,2.5,"True","Beginner Level","Business Finance"
"Curso de Day Trader para Iniciantes",0,1278,200,13,1.5,"False","Beginner Level","Business Finance"
"Curso de Iniciación al Trading",85,31,5,40,10.5,"True","All Levels","Business Finance"
"Complete GST Course For Small and Medium Enterprises",75,8,0,45,6,"True","Beginner Level","Business Finance"
"3 documentos clave para administrar tu empresa con éxito",45,40,6,18,1,"True","Intermediate Level","Business Finance"
"Forex/Opciones Binarias para Principiantes",25,9,5,9,2,"True","Beginner Level","Business Finance"
"15 Mandamientos para ganar dinero en Bolsa",20,45,2,49,8.5,"True","All Levels","Business Finance"
"Le bitcoin et la blockchain",80,13,3,12,0.733333333333333,"True","All Levels","Business Finance"
"Contabilità Generale",200,4,1,40,8.5,"True","All Levels","Business Finance"
"Торговля опционами: Как заработать на волатильности",150,20,5,29,2,"True","All Levels","Business Finance"
"Estrategias de Inversión aplicadas al mundo del trading",20,9,2,25,3,"True","All Levels","Business Finance"
"バイナリーオプション取引",85,29,3,24,0.65,"True","All Levels","Business Finance"
"Caza los Enormes Movimientos del Mercado",20,6,2,13,1.5,"True","All Levels","Business Finance"
"Le basi del trading online",45,7,1,27,3.5,"True","Beginner Level","Business Finance"
"自分に合った投資信託を見つけよう！",25,859,49,23,2,"True","Beginner Level","Business Finance"
"Monatlich Geld anlegen für später!",30,5983,135,7,0.616666666666667,"True","Beginner Level","Business Finance"
"Invierte en la Bolsa Mexicana y de USA",200,1673,547,40,5.5,"True","Beginner Level","Business Finance"
"Gestão Financeira Para Pequenas e Médias Empresas",115,1284,230,45,4.5,"True","All Levels","Business Finance"
"Curso Completo de Bitcoin - Ganhe 0.00005 Bitcoin",30,394,109,73,5.5,"True","All Levels","Business Finance"
"Tudo sobre Investimentos em Renda Fixa",45,689,145,16,2,"True","All Levels","Business Finance"
"Aprende a invertir sin capital",130,649,37,29,1.5,"True","Beginner Level","Business Finance"
"Apprendre à trader sur le marché du Forex - guide complet",140,187,47,38,3,"True","Beginner Level","Business Finance"
"Introducción a las Finanzas",30,1798,40,15,1.5,"True","Beginner Level","Business Finance"
"Finanzielle Unabhängigkeit-1: Erste Schritte zur Million",20,465,51,28,1,"True","Beginner Level","Business Finance"
"Forex para Principiantes-Ejemplos en VIVO de Trading Real",140,813,94,52,5,"True","Beginner Level","Business Finance"
"Finanzielle Unabhängigkeit-3 Millionär werden mit Immobilien",20,326,23,14,1,"True","Expert Level","Business Finance"
"Introduction to Health Financing",85,26,1,17,2,"True","Beginner Level","Business Finance"
"Accounting Cycle: Learn the concepts in 60 minutes",20,26,3,14,1,"True","All Levels","Business Finance"
"Optimize! Make Best Decisions with Microsoft Excel",20,28,3,14,1,"True","Expert Level","Business Finance"
"Understanding The Stock Market: For Beginners",25,122,2,36,7.5,"True","Beginner Level","Business Finance"
"CFA® Level 1 2014 – FI",40,149,0,49,4.5,"True","All Levels","Business Finance"
"9. Sinking Funds",20,205,1,5,1,"True","All Levels","Business Finance"
"Managerial Accounting - The Ultimate Beginner Course!",100,11,0,121,11,"True","Beginner Level","Business Finance"
"Forex Trading for Beginners Vol 1:A Forex Course Made Simple",175,3,0,27,1,"True","Beginner Level","Business Finance"
"Accounting - Basic Costing ",40,108,2,37,3.5,"True","Beginner Level","Business Finance"
"Double Your Salary With Free, Local, Job Training Courses",20,8,1,8,1,"True","All Levels","Business Finance"
"Financial Modeling - Facebook Case Study",25,9,3,13,1.5,"True","All Levels","Business Finance"
"Understanding Financial Derivatives",20,16,1,11,2,"True","Intermediate Level","Business Finance"
"Forex Basics: Learn how to read and analyze Forex charts",195,11,0,45,4.5,"True","Beginner Level","Business Finance"
"Forex - Help I cant Trade",200,12,0,20,2,"True","All Levels","Business Finance"
"Start-up financial modeling for non-finance professionals",20,11,0,19,4,"True","All Levels","Business Finance"
"The Fast Route to a Faster Financial Close",50,2,0,8,1.5,"True","Intermediate Level","Business Finance"
"Easy Finance For Startups",50,9,4,6,0.666666666666667,"True","Beginner Level","Business Finance"
"Excel 4 Accounting & Bookkeeping - Master Date,Time & Text",35,15,1,12,1,"True","All Levels","Business Finance"
"Depreciation, Amortization and Depletion",25,7,1,13,1,"True","Intermediate Level","Business Finance"
"Breakeven Analysis and Pricing",20,27,2,10,1,"True","All Levels","Business Finance"
"Tally ERP Complete Training in Urdu / Hindi",30,5,2,51,5,"True","All Levels","Business Finance"
"Accounting Simplified",30,3,0,41,8.5,"True","All Levels","Business Finance"
"Series 7: Intermediate Options",55,5,0,11,1,"True","Intermediate Level","Business Finance"
"Accounting and Business Basics",200,5,0,10,2,"True","All Levels","Business Finance"
"Corso introduttivo al trading profittevole",20,132,9,9,1,"True","Beginner Level","Business Finance"
"Aprende a Ganar Dinero en la Bolsa",30,112,16,42,4,"True","All Levels","Business Finance"
"Inversión: Fundamentos del Trading para Principiantes",125,285,6,18,1.5,"True","Beginner Level","Business Finance"
"Gana en la Bolsa con Análisis Técnico",25,91,11,35,8.5,"True","Beginner Level","Business Finance"
"Precificação - Calculando valor de venda baseado nos custos",35,32,3,46,3,"True","All Levels","Business Finance"
"Cómo ganar dinero invirtiendo en bolsa",0,2740,306,10,2,"False","Beginner Level","Business Finance"
"Investiere in Tax Liens-Hohe Zinsen gesetzl. festgeschrieben",20,59,11,7,1.5,"True","All Levels","Business Finance"
"Investimento em Ações",20,16,4,27,4.5,"True","Beginner Level","Business Finance"
"Excelを使ってビジネスシミュレーション：基礎編",85,22,5,47,5,"True","Beginner Level","Business Finance"
"Estrategias de trading en bolsa",25,15,2,14,2,"True","All Levels","Business Finance"
"Grundlagen der finanziellen Unabhängigkeit",0,1059,96,9,1.5,"False","All Levels","Business Finance"
"Wie Du, Dir auch mit kleinen Beträgen ein Vermögen aufbaust",70,187,3,53,7,"True","All Levels","Business Finance"
"Corporate Ethics",100,0,0,13,3.5,"True","Beginner Level","Business Finance"
"CFA Level 2- Quantitative Methods",40,0,0,35,5.5,"True","All Levels","Business Finance"
"Core Financial Statement Concepts",50,0,0,9,1.5,"True","Intermediate Level","Business Finance"
"Understand Core Finance Principles in 60 Minutes",75,0,0,13,2.5,"True","Beginner Level","Business Finance"
"Learn Wave accounting to maintain books properly",0,1089,50,27,3,"False","All Levels","Business Finance"
"Making Tax Digital - UK HMRC Legislation Explained",0,743,0,7,1,"False","All Levels","Business Finance"
"Surviving Introduction to Finance",0,1362,7,13,3,"False","Beginner Level","Business Finance"
"Cost of Capital and Weighted Average Cost of Capital",0,405,3,22,1,"False","All Levels","Business Finance"
"Studying the CFA Program exams (Mandarin language version)",0,1168,9,5,0.666666666666667,"False","All Levels","Business Finance"
"Condor Broken Wing Butterfly Options Trading Course System",0,16,0,15,1.5,"False","All Levels","Business Finance"
"≪虎の巻≫証券取引の「税金のお悩み」解消",25,3840,296,33,1.5,"True","Intermediate Level","Business Finance"
"【１日でマスター！】今日からはじめる資産形成",20,7183,819,14,1,"True","Beginner Level","Business Finance"
"TRADING FOR A LIVING: Trading Full-Time Transition Guide",195,483,10,40,3.5,"True","Intermediate Level","Business Finance"
"Learn How To use Channels to find amazing Forex Entries",45,172,48,15,1,"True","All Levels","Business Finance"
"Financial Analysis, from Scratch to Professional!",65,256,29,39,3.5,"True","Beginner Level","Business Finance"
"Cost Accounting Labour Costing (Professional Course Level)",20,1542,1,24,2,"True","All Levels","Business Finance"
"Learn How To Successfully Trade Forex: In 5 Simple Steps",95,64,7,44,8.5,"True","All Levels","Business Finance"
"The Intelligent Investor",30,384,40,44,10.5,"True","All Levels","Business Finance"
"Succeed in Futures Even if You Don't Know Where to Start",0,3014,19,15,1,"False","All Levels","Business Finance"
"Binary Options Beginners Guide : Nadex",40,454,52,39,2,"True","Beginner Level","Business Finance"
"Trading: From Wall Street to Your Street",50,312,24,37,5.5,"True","Intermediate Level","Business Finance"
"Build your own Naked Trading Forex Robot",40,315,28,19,2,"True","All Levels","Business Finance"
"Tax Preparation: Learn Fast! Prepare Taxes with Confidence!",200,609,32,33,2.5,"True","All Levels","Business Finance"
"Tax Strategies of the Wealthy",195,207,19,11,1.5,"True","Beginner Level","Business Finance"
"The Ultimate Fibonacci Trading Plan for Forex and Stocks",200,399,15,15,1,"True","All Levels","Business Finance"
"Finance and Accounting for Startups",50,1175,92,75,12.5,"True","All Levels","Business Finance"
"Forex - Calculate Lot Size Like Pro",20,543,14,11,0.6,"True","All Levels","Business Finance"
"The Complete Forex Trader",25,1634,142,46,7,"True","All Levels","Business Finance"
"Tape Reading: Learn how to read the tape for day trading",195,1013,128,32,14,"True","All Levels","Business Finance"
"4 Easy Daily Forex Trades: A Recipe for Trading Success",200,319,19,12,1,"True","All Levels","Business Finance"
"Trading Robot Forex Programs in Your Sleep in Live Examples!",200,1125,11,18,1.5,"True","Expert Level","Business Finance"
"Free Options 101 - Basic of Call and Put Options in 1 Hours",0,2481,71,26,1.5,"False","All Levels","Business Finance"
"An Intro into Trading the Financial Markets",100,1006,14,17,1.5,"True","Beginner Level","Business Finance"
"Developing A Trading Strategy: Your Guide to Trading Success",20,1044,8,16,2,"True","All Levels","Business Finance"
"How to Trade Commodity and Financial Futures for a Living!",200,1240,17,20,2.5,"True","All Levels","Business Finance"
"How to Trade Forex like a Hedge Fund: Long FX Strategies",115,504,5,32,1.5,"True","All Levels","Business Finance"
"Complete Short Financial Ratio Course for Financial Analysis",200,15,1,56,3,"True","All Levels","Business Finance"
"How to Build Profitable FOREX Automated Trading Strategies!",200,358,8,21,2.5,"True","All Levels","Business Finance"
"Stock Trading Strategies: Profitable Trading in 7 Days.",50,80,10,27,5.5,"True","All Levels","Business Finance"
"Management Accounting A Complete Study",150,133,3,158,17.5,"True","All Levels","Business Finance"
"Become a Career Day Trader: Asian-Pacific Futures Markets",20,207,8,30,3.5,"True","All Levels","Business Finance"
"Equity Products",50,426,17,16,2.5,"True","All Levels","Business Finance"
"Financial Accounting Part I - Passing the Class",20,45,10,47,4.5,"True","Beginner Level","Business Finance"
"Accounting 102: Guide to Business Accounting",50,1280,1,27,8.5,"True","Intermediate Level","Business Finance"
"Monetizing Your Website: How to Add Cost-Per-Action (CPA) ",35,142,4,18,1,"True","All Levels","Business Finance"
"Advanced Finance and Accounting for Startups",40,188,7,48,6.5,"True","Intermediate Level","Business Finance"
"Basics of Tax in India  (College Level)",20,718,5,28,2,"True","All Levels","Business Finance"
"Trade for a Living",20,293,14,59,8,"True","All Levels","Business Finance"
"Learn Stock Options: Options Made Simple 101",35,93,13,49,5,"True","Beginner Level","Business Finance"
"Banking Credit Analysis Process (for Bankers)",180,894,62,241,17.5,"True","Beginner Level","Business Finance"
"Professional Forex strategy",50,353,21,17,1.5,"True","Expert Level","Business Finance"
"A Beginners Guide to Technical Analysis of Stock Charts",40,829,78,50,8.5,"True","Beginner Level","Business Finance"
"Get out of Debt - The Power of Using Compounding Interest",50,1195,3,7,2,"True","All Levels","Business Finance"
"Day Trading - Learn to Day Trade / Swing Trade In One Hour.",95,335,25,29,1.5,"True","All Levels","Business Finance"
"Basel Norms (Basel 1/ Basel 2/ Basel 3) Simplified",40,500,45,34,4,"True","Beginner Level","Business Finance"
"Learn to Trade Forex Naked Price Action Wammie Trade",40,159,16,13,1,"True","All Levels","Business Finance"
"Fixed Income Securities",50,739,54,24,4.5,"True","All Levels","Business Finance"
"Financial Accounting Made Easy for All",20,87,22,86,4,"True","All Levels","Business Finance"
"Ultimate Guide To Trading Engulfing Candlestick Strategy",200,185,36,25,2.5,"True","All Levels","Business Finance"
