"Name","Rating","Tags","Difficulty.f"
"L’Egitto prima e dopo i faraoni. Dalla nascita dello Stato (3000 a.C. ca.) alle prime comunità cristiane (IV secolo d.C.)","4.8","['Arts and Humanities', 'History']","Beginner Level"
"Google Cloud Platform Fundamentals: Core Infrastructure dalam bahasa Indonesia","4.9","['Information Technology', 'Cloud Computing']","Intermediate Level"
"Management of Fashion and Luxury Companies","4.7","['Business', 'Leadership and Management']","None"
"Разработка веб-сервисов на Go - основы языка","4.8","['Computer Science', 'Software Development']","Intermediate Level"
"Deep Learning for Business","4.4","['Business', 'Business Strategy']","Beginner Level"
"Applied Text Mining in Python","4.2","['Data Science', 'Data Analysis']","Intermediate Level"
"The Social Context of Mental Health and Illness","4.6","['Social Sciences', 'Governance and Society']","None"
"Social Norms, Social Change II","4.8","['Health', 'Psychology']","Beginner Level"
"التحضير لإدارة الموارد البشرية","4.7","['Business', 'Leadership and Management']","None"
"Continuous Delivery & DevOps","4.6","['Computer Science', 'Software Development']","Beginner Level"
"The Art of Music Production","4.8","['Arts and Humanities', 'Music and Art']","Intermediate Level"
"From Disease to Genes and Back","4.7","['Health', 'Basic Science']","Intermediate Level"
"Habilidades humanas y de negocios para negociar","4.6","['Business', 'Business Essentials']","None"
"Managing Asthma, Allergies, Diabetes, and Seizures in School","4.8","['Health', 'Patient Care']","Beginner Level"
"Advanced Linear Models for Data Science 1: Least Squares","4.4","['Data Science', 'Probability and Statistics']","Advanced Level"
"Essential Cloud Infrastructure: Foundation en Español","4.8","['Information Technology', 'Cloud Computing']","Intermediate Level"
"Improving your statistical inferences","4.9","['Data Science', 'Probability and Statistics']","Intermediate Level"
"Pressure, Force, Motion, and Humidity Sensors ","4.6","['Physical Science and Engineering', 'Electrical Engineering']","Intermediate Level"
"Palo Alto Networks Cybersecurity Gateway I","4.7","['Information Technology', 'Security']","Beginner Level"
"Giving Helpful Feedback","4.7","['Business', 'Business Essentials']","None"
"Nuclear Reactor Physics Basics","4.7","['Physical Science and Engineering', 'Physics and Astronomy']","Intermediate Level"
"Launching into Machine Learning en Español","4.6","['Data Science', 'Machine Learning']","Intermediate Level"
"Creating Advanced Reports with SAS Visual Analytics","None","['Data Science', 'Data Analysis']","Intermediate Level"
"Advanced Valuation and Strategy - M&A, Private Equity, and Venture Capital","4.8","['Business', 'Finance']","Advanced Level"
"Computational Geometry","None","['Computer Science', 'Algorithms']","Intermediate Level"
"Introduction to Learning Transfer and Life Long Learning (3L)","4.7","['Business', 'Business Essentials']","Beginner Level"
"Введение в науку о данных (An Introduction to Data Science)","3.8","['Data Science', 'Data Analysis']","None"
"Разработка корпоративных систем. Часть 3. Гибкие методологии разработки","4.1","['Computer Science', 'Software Development']","None"
"Information Theory","4.5","['Math and Logic', 'Math and Logic']","None"
"Learning to Teach Online","4.7","['Social Sciences', 'Education']","Beginner Level"
"Big History: Connecting Knowledge","4.8","['Arts and Humanities', 'History']","None"
"Работа с клиентской базой и входящий маркетинг","4.7","['Business', 'Marketing']","Intermediate Level"
"U101: Understanding College and College Life","4.6","['Social Sciences', 'Education']","None"
"Business Model Canvas: A Tool for Entrepreneurs and Innovators (Project-Centered Course)","4.6","['Business', 'Business Strategy']","Beginner Level"
"Visual Elements of User Interface Design","4.8","['Arts and Humanities', 'Music and Art']","Beginner Level"
"University Teaching","4.8","['Social Sciences', 'Education']","Beginner Level"
"医学统计学与SPSS软件（基础篇）","4.7","['Health', 'Health Informatics']","None"
"Iniciación y Planificación de Proyectos","4.6","['Business', 'Leadership and Management']","None"
"International Organizations Management","4.8","['Business', 'Leadership and Management']","Beginner Level"
"企业金融概论（中文版）","4.6","['Business', 'Business Strategy']","None"
"How to Finance and Grow Your Startup – Without VC","4.7","['Business', 'Entrepreneurship']","Beginner Level"
"How Google does Machine Learning en Français","None","['Data Science', 'Machine Learning']","Intermediate Level"
"Психотехнологии работы с персоналом (Psychotechnologies of personnel management)","4.7","['Business', 'Leadership and Management']","Beginner Level"
"Arduino y algunas aplicaciones","4.6","['Computer Science', 'Design and Product']","None"
"Buenas Prácticas en Libre Competencia","4.8","['Business', 'Leadership and Management']","None"
"Clinical Natural Language Processing","None","['Data Science', 'Data Analysis']","Intermediate Level"
"Basic System Programming on IBM Z","4.9","['Information Technology', 'Support and Operations']","None"
"Introduction to Basic Vibrations","4.3","['Physical Science and Engineering', 'Mechanical Engineering']","Intermediate Level"
"Building Resilient Streaming Systems on Google Cloud Platform auf Deutsch","None","['Data Science', 'Data Analysis']","Intermediate Level"
"Introducción a la producción de música","4.8","['Arts and Humanities', 'Music and Art']","None"
"Leading the Life You Want","4.5","['Business', 'Leadership and Management']","Beginner Level"
"Programming with Cloud IoT Platforms","4.4","['Information Technology', 'Networking']","Beginner Level"
"Legal Tech & Startups","4.5","['Business', 'Entrepreneurship']","Intermediate Level"
"Introducción al Marketing","4.8","['Business', 'Business Strategy']","None"
"Using Python to Interact with the Operating System","4.5","['Information Technology', 'Support and Operations']","Beginner Level"
"SQL for Data Science Capstone Project","None","['Data Science', 'Data Analysis']","Intermediate Level"
"Converter Circuits","4.9","['Physical Science and Engineering', 'Electrical Engineering']","None"
"IS/IT Governance","4.5","['Information Technology', 'Support and Operations']","Beginner Level"
"C#程序设计","4.7","['Computer Science', 'Software Development']","Intermediate Level"
"Cloud Computing Security","4.7","['Computer Science', 'Computer Security and Networks']","Beginner Level"
"How Google does Machine Learning auf Deutsch","None","['Data Science', 'Machine Learning']","Intermediate Level"
"The Cosmopolitan Medieval Arabic World","4.7","['Arts and Humanities', 'History']","Beginner Level"
"Trabajar para ser feliz","4.7","['Personal Development', 'Personal Development']","Beginner Level"
"Introduction to Mathematical Thinking","4.8","['Math and Logic', 'Math and Logic']","Intermediate Level"
"MOOC: How to make a MOOC?","3.8","['Social Sciences', 'Education']","Beginner Level"
"Lesson Planning with the ELL in Mind","4.7","['Social Sciences', 'Education']","None"
"Brand Identity and Strategy","4.5","['Business', 'Marketing']","Intermediate Level"
"Writing Skills for Engineering Leaders","4.7","['Business', 'Leadership and Management']","Beginner Level"
"Cyber-Physical Systems: Modeling and Simulation","4.7","['Physical Science and Engineering', 'Mechanical Engineering']","Intermediate Level"
"Creative Writing: The Craft of Character","4.5","['Arts and Humanities', 'Music and Art']","None"
"中日文化交流史","4.8","['Arts and Humanities', 'History']","Beginner Level"
"Introduction to Typography","4.8","['Arts and Humanities', 'Music and Art']","Beginner Level"
"Hacia una práctica constructivista en el aula","4.8","['Social Sciences', 'Education']","None"
"How Google does Machine Learning","4.6","['Data Science', 'Machine Learning']","Intermediate Level"
"مقدمة عن مخاطبة الجمهور - باللغة العربية","4.9","['Business', 'Business Essentials']","Beginner Level"
"Русский язык как инструмент успешной коммуникации","4.5","['Language Learning', 'Other Languages']","None"
"DevOps Culture and Mindset","4.8","['Computer Science', 'Software Development']","Intermediate Level"
"Innovation Strategy: Developing Your Fintech strategy","4.5","['Business', 'Business Strategy']","Beginner Level"
"Developing AI Applications on Azure","None","['Data Science', 'Machine Learning']","Advanced Level"
"Finance for Managers","4.8","['Business', 'Finance']","None"
"A Law Student's Toolkit","4.7","['Social Sciences', 'Law']","None"
"Introduction to G Suite","4.8","['Computer Science', 'Computer Security and Networks']","Beginner Level"
"International Water Law","4.7","['Social Sciences', 'Law']","Intermediate Level"
"Budgeting essentials and development","4.5","['Business', 'Business Strategy']","Intermediate Level"
"Desarrollo del lado servidor: NodeJS, Express y MongoDB","4.4","['Computer Science', 'Mobile and Web Development']","Beginner Level"
"Espace mondial, une vision française des global studies","4.6","['Social Sciences', 'Governance and Society']","Beginner Level"
"Algorithmic Thinking (Part 1)","4.7","['Computer Science', 'Software Development']","Intermediate Level"
"The Emergence of the Modern Middle East - Part II","4.8","['Arts and Humanities', 'History']","None"
"Finanzas Corporativas","5","['Business', 'Finance']","Beginner Level"
"Маркетинг. Часть 2. Инструментарий маркетинга","None","['Business', 'Marketing']","Intermediate Level"
"Drug Development","4.6","['Health', 'Research']","Beginner Level"
"Effective Altruism","4.7","['Arts and Humanities', 'Philosophy']","Beginner Level"
"Introduction to Ordinary Differential Equations","4.6","['Math and Logic', 'Math and Logic']","Beginner Level"
"Consolidando empresas: Estrutura jurídica e financeira","4.6","['Business', 'Entrepreneurship']","Beginner Level"
"IT Infrastructure and Emerging Trends","4.7","['Information Technology', 'Security']","Beginner Level"
"Security & Safety Challenges in a Globalized World","4.7","['Social Sciences', 'Governance and Society']","Beginner Level"
"Building Resilient Streaming Systems on Google Cloud Platform en Español","4.9","['Data Science', 'Data Analysis']","Intermediate Level"
"Genetics and Society: A Course for Educators","4.6","['Health', 'Basic Science']","None"
