"Name","Rating","Difficulty_None","Difficulty_Beginner Level","Difficulty_Intermediate Level","Difficulty_Advanced Level","Tags"
"Systèmes d’Information Géographique - Partie 1","4.5",0,1,0,0,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
"New Venture Finance: Startup Funding for Entrepreneurs","4.6",1,0,0,0,"['Business', 'Entrepreneurship']"
"The Merkle Tree and Cryptocurrencies","None",0,1,0,0,"['Computer Science', 'Algorithms']"
"Quantum Optics 1 : Single Photons","4.9",1,0,0,0,"['Physical Science and Engineering', 'Physics and Astronomy']"
"Business English: Planning & Negotiating","4.8",0,0,1,0,"['Language Learning', 'Learning English']"
"Write A Feature Length Screenplay For Film Or Television","None",0,1,0,0,"['Arts and Humanities', 'Music and Art']"
"Visual Perception and the Brain","4.7",1,0,0,0,"['Health', 'Basic Science']"
"Ethical Leadership Through Giving Voice to Values","4.7",0,1,0,0,"['Business', 'Leadership and Management']"
"Leading Positive Change through Appreciative Inquiry","4.7",1,0,0,0,"['Business', 'Leadership and Management']"
"Data Analytics Foundations for Accountancy I","4.4",1,0,0,0,"['Data Science', 'Data Analysis']"
"Применение производной и интеграла в курсе общей физики","4.3",1,0,0,0,"['Math and Logic', 'Math and Logic']"
"Construction Finance","4.8",0,1,0,0,"['Business', 'Business Strategy']"
"iOS Project: Transreality Game","4.9",1,0,0,0,"['Computer Science', 'Mobile and Web Development']"
"¿Cómo llegamos aquí? Una historia del poder en México","4.8",0,1,0,0,"['Social Sciences', 'Economics']"
"Six Sigma Advanced Define and Measure Phases","4.7",0,0,1,0,"['Business', 'Leadership and Management']"
"Corporate Strategy","4.6",1,0,0,0,"['Business', 'Business Strategy']"
"Teach English Now! Theories of Second Language Acquisition","4.9",1,0,0,0,"['Social Sciences', 'Education']"
"Marketing Verde","4.8",1,0,0,0,"['Business', 'Marketing']"
"Capstone Project: Business Technology Management","4.3",0,1,0,0,"['Business', 'Business Strategy']"
"How Google does Machine Learning 日本語版","4.5",0,0,1,0,"['Data Science', 'Machine Learning']"
"Influencer Marketing Strategy","4.5",0,0,1,0,"['Business', 'Marketing']"
"Enterprise Systems","4.8",0,1,0,0,"['Information Technology', 'Support and Operations']"
"International Entertainment and Sports Marketing","4.6",1,0,0,0,"['Business', 'Marketing']"
"Nursing Informatics Leaders","4.4",0,1,0,0,"['Business', 'Leadership and Management']"
"Democracia y decisiones públicas. Introducción al análisis de políticas públicas","4.8",0,1,0,0,"['Social Sciences', 'Governance and Society']"
"Introduction to Psychology","4.9",1,0,0,0,"['Health', 'Psychology']"
"Patent Law","4.9",1,0,0,0,"['Social Sciences', 'Law']"
"The Power of Markets II: Market Structure and Firm Behavior","4.7",1,0,0,0,"['Business', 'Business Essentials']"
"Career Success Project","4.5",1,0,0,0,"['Business', 'Business Essentials']"
"El plan de marketing","4.6",0,1,0,0,"['Business', 'Marketing']"
"Building R Packages","4.2",0,0,1,0,"['Data Science', 'Data Analysis']"
"Business English: Management and Leadership","4.7",0,0,1,0,"['Language Learning', 'Learning English']"
"Cybersecurity and the X-Factor","4.6",0,1,0,0,"['Computer Science', 'Computer Security and Networks']"
"Software Security","4.6",1,0,0,0,"['Computer Science', 'Computer Security and Networks']"
"End-to-End Machine Learning with TensorFlow on GCP","4.5",0,0,0,1,"['Data Science', 'Data Analysis']"
"FinTech Risk Management","4.5",0,1,0,0,"['Business', 'Business Essentials']"
"Criando e publicando um aplicativo para iPhone e iPad na App Store","None",1,0,0,0,"['Computer Science', 'Mobile and Web Development']"
"Music Production Capstone","4.9",0,0,1,0,"['Arts and Humanities', 'Music and Art']"
"Семантика (Московская семантическая школа и близкие теории)","4.8",1,0,0,0,"['Arts and Humanities', 'Philosophy']"
"Emergency Care: Pregnancy, Infants, and Children","4.9",0,1,0,0,"['Health', 'Patient Care']"
"Performing Network, Path, and Text Analyses in SAS Visual Analytics","None",0,0,1,0,"['Data Science', 'Data Analysis']"
"Packet Switching Networks and Algorithms","4.7",0,0,1,0,"['Computer Science', 'Computer Security and Networks']"
"Mindshift: Transforma tu mente para superar obstáculos en el aprendizaje y descubrir tu potencial oculto.","4.7",0,1,0,0,"['Personal Development', 'Personal Development']"
"Machine Learning Algorithms: Supervised Learning Tip to Tail","4.8",1,0,0,0,"['Data Science', 'Machine Learning']"
"Pain Management: Easing Pain in Palliative Care","4.7",0,1,0,0,"['Health', 'Patient Care']"
"Reinforcement Learning for Trading Strategies","None",0,0,1,0,"['Data Science', 'Machine Learning']"
"Why Iowa? A Primer on Primaries and Caucuses Teach-Out","None",0,1,0,0,"['Social Sciences', 'Governance and Society']"
"Systems Thinking In Public Health","4.6",1,0,0,0,"['Health', 'Public Health']"
"CBRS Professional Training","None",0,1,0,0,"['Information Technology', 'Networking']"
"Análise de oportunidade de Blockchain","None",0,0,1,0,"['Business', 'Business Strategy']"
"Computational Thinking for K-12 Educators: Sequences and Loops","5",0,1,0,0,"['Social Sciences', 'Education']"
"Introduction to Software Product Management","4.6",1,0,0,0,"['Computer Science', 'Design and Product']"
"Decision Criteria & Applications","4.7",0,1,0,0,"['Business', 'Finance']"
"Administración Estratégica y Emprendedora","4.6",1,0,0,0,"['Business', 'Entrepreneurship']"
"Gestión de marca y producto","4.7",1,0,0,0,"['Business', 'Marketing']"
"Электростатика и магнитостатика","4.7",1,0,0,0,"['Physical Science and Engineering', 'Physics and Astronomy']"
"Психодиагностика","4.8",1,0,0,0,"['Health', 'Psychology']"
"Architecting with Google Kubernetes Engine: Production en Español","None",0,0,1,0,"['Computer Science', 'Software Development']"
"Disease Screening in Public Health","4.5",0,1,0,0,"['Health', 'Public Health']"
"Orientação a Objetos com Java","4.8",0,0,1,0,"['Computer Science', 'Software Development']"
"Hôtel “De l'étoile” - a hotel in crisis?","4.5",1,0,0,0,"['Business', 'Business Strategy']"
"Spanish Vocabulary: Sports, Travel, and the Home","4.5",0,1,0,0,"['Language Learning', 'Other Languages']"
"Foundations of Data Science: K-Means Clustering in Python","4.7",0,1,0,0,"['Data Science', 'Machine Learning']"
"Building Conversational Experiences with Dialogflow","4.5",0,1,0,0,"['Computer Science', 'Software Development']"
"Diversity and inclusion in the workplace","4.7",0,1,0,0,"['Business', 'Leadership and Management']"
"Python and Statistics for Financial Analysis","4.5",0,1,0,0,"['Business', 'Finance']"
"What’s Your Big Idea?","4.6",1,0,0,0,"['Business', 'Business Strategy']"
"The City and You: Find Your Best Place","4.7",0,1,0,0,"['Social Sciences', 'Governance and Society']"
"Verb Tenses and Passives","4.8",0,0,1,0,"['Language Learning', 'Learning English']"
"Fundamentos del análisis de datos para la toma de decisiones","4.5",1,0,0,0,"['Business', 'Business Strategy']"
"Gestión de las empresas de alimentación y bebidas","4.8",1,0,0,0,"['Business', 'Leadership and Management']"
"Introduction to Neurohacking In R","4.6",0,0,1,0,"['Data Science', 'Data Analysis']"
"Security and Privacy for Big Data - Part 2","4.5",0,1,0,0,"['Information Technology', 'Data Management']"
"Sequence Models for Time Series and Natural Language Processing","4.4",0,0,0,1,"['Data Science', 'Machine Learning']"
"Использование механизмов операционных систем в разработке программного обеспечения","4.1",0,1,0,0,"['Computer Science', 'Software Development']"
"Safety in the Utility Industry","4.7",0,1,0,0,"['Physical Science and Engineering', 'Electrical Engineering']"
"International Business I","4.6",1,0,0,0,"['Business', 'Business Strategy']"
"Data Science in Stratified Healthcare and Precision Medicine","4.6",0,0,1,0,"['Data Science', 'Data Analysis']"
"Основы поиска дела жизни. Часть 1. Как перестать откладывать дела на потом?","4.8",0,1,0,0,"['Personal Development', 'Personal Development']"
"Основы разработки на C++: белый пояс","4.9",0,0,1,0,"['Computer Science', 'Software Development']"
"Advanced Data Structures in Java","4.8",0,0,1,0,"['Computer Science', 'Algorithms']"
"Control of Mobile Robots","4.8",1,0,0,0,"['Computer Science', 'Mobile and Web Development']"
"Clinical Epidemiology","4.7",0,0,1,0,"['Health', 'Basic Science']"
"Digital Footprint","4.6",0,1,0,0,"['Personal Development', 'Personal Development']"
"Increasing Real Estate Management Profits: Harnessing Data Analytics","4.7",1,0,0,0,"['Data Science', 'Data Analysis']"
"Planification des mobilités","4",0,1,0,0,"['Social Sciences', 'Governance and Society']"
"Fornire un feedback utile (Giving Helpful Feedback)","4.6",1,0,0,0,"['Business', 'Business Essentials']"
"Architecting with Google Kubernetes Engine: Workloads 日本語版","None",0,0,1,0,"['Computer Science', 'Software Development']"
"Lactation Biology","4.9",0,1,0,0,"['Health', 'Basic Science']"
"Preventing Chronic Pain: A Human Systems Approach","4.7",0,1,0,0,"['Health', 'Patient Care']"
"Robotics: Computational Motion Planning","4.2",1,0,0,0,"['Physical Science and Engineering', 'Mechanical Engineering']"
"Chino básico: La etiqueta social en los negocios","4.2",1,0,0,0,"['Language Learning', 'Other Languages']"
"Java Programming: Solving Problems with Software","4.6",0,1,0,0,"['Computer Science', 'Software Development']"
"Mobile Interaction Design: How to Design Usable Mobile Products and Services","5",0,0,1,0,"['Computer Science', 'Design and Product']"
"Tecnología musical con software libre: Proyecto final","None",0,0,1,0,"['Arts and Humanities', 'Music and Art']"
"《论语》的智慧","4.6",1,0,0,0,"['Arts and Humanities', 'Philosophy']"
"Sports and Society","4.8",1,0,0,0,"['Social Sciences', 'Governance and Society']"
"Data-driven Astronomy","4.8",0,0,1,0,"['Physical Science and Engineering', 'Physics and Astronomy']"
"Mind of the Universe - Genetic Privacy: should we be concerned?","3.9",0,1,0,0,"['Arts and Humanities', 'Philosophy']"
"Leading People and Teams Capstone","4.7",1,0,0,0,"['Business', 'Leadership and Management']"
"Fundamentals of Digital Image and Video Processing","4.6",1,0,0,0,"['Physical Science and Engineering', 'Electrical Engineering']"
"What future for education?","4.6",1,0,0,0,"['Social Sciences', 'Education']"
"Speaking to inform:  Discussing complex ideas with clear explanations and dynamic slides","4.8",0,1,0,0,"['Personal Development', 'Personal Development']"
"Русский как иностранный B2-1","5",0,0,1,0,"['Language Learning', 'Other Languages']"
"Data and Health Indicators in Public Health Practice","4.7",0,1,0,0,"['Health', 'Public Health']"
"Air Pollution – a Global Threat to our Health","4.7",0,1,0,0,"['Health', 'Public Health']"
"Data Science Ethics","4.6",0,1,0,0,"['Data Science', 'Data Analysis']"
"Теория и практика создания онлайн-курсов","4.7",0,1,0,0,"['Personal Development', 'Personal Development']"
"Generative Design for Additive Manufacturing","4.9",0,1,0,0,"['Physical Science and Engineering', 'Mechanical Engineering']"
"برمج بنفسك! مقدمة حول البرمجة","None",1,0,0,0,"['Computer Science', 'Software Development']"
"Estrategias para ganar. Meteorología en la vuelta al mundo","4.8",0,0,1,0,"['Physical Science and Engineering', 'Physics and Astronomy']"
"Grow to Greatness: Smart Growth for Private Businesses, Part I","4.7",1,0,0,0,"['Business', 'Business Strategy']"
"Introdução ao Desenvolvimento de Aplicativos Android","4.6",0,0,1,0,"['Computer Science', 'Mobile and Web Development']"
"Промышленность, инженерное образование и наука: история и перспективы","4.8",0,0,1,0,"['Physical Science and Engineering', 'Research Methods']"
"Global Health: An Interdisciplinary Overview","4.6",1,0,0,0,"['Health', 'Public Health']"
"Game Developers and Esports Organizations","4.5",0,1,0,0,"['Business', 'Leadership and Management']"
"Knowledge Exchange: Using, Protecting and Monetizing Ideas with Third Parties","4.3",0,0,1,0,"['Business', 'Entrepreneurship']"
"The Power of Markets III: Input Markets and Promoting Efficiency","4.8",1,0,0,0,"['Business', 'Business Essentials']"
"Crash Course on Python","4.8",0,1,0,0,"['Information Technology', 'Support and Operations']"
"Building Batch Data Pipelines on GCP","4.8",0,0,1,0,"['Information Technology', 'Cloud Computing']"
"After the Arab Spring – Democratic Aspirations and State Failure","4.7",0,1,0,0,"['Social Sciences', 'Governance and Society']"
"Computational Social Science Methods","None",0,1,0,0,"['Data Science', 'Data Analysis']"
"Potenciando mi aprendizaje en el primer año de Universidad","4.7",0,1,0,0,"['Social Sciences', 'Education']"
"Foundations for Big Data Analysis with SQL","4.8",0,1,0,0,"['Data Science', 'Data Analysis']"
"Musicianship: Tensions, Harmonic Function, and Modal Interchange","4.8",0,0,1,0,"['Arts and Humanities', 'Music and Art']"
"Cloud Computing Basics (Cloud 101)","None",0,1,0,0,"['Information Technology', 'Cloud Computing']"
"G Suite Mail Management 日本語版","None",0,1,0,0,"['Computer Science', 'Computer Security and Networks']"
"Infonomics I: Business Information Economics and Data Monetization","4.6",0,1,0,0,"['Business', 'Business Essentials']"
"Taxation of Business Entities I: Corporations","4.6",0,0,1,0,"['Business', 'Business Essentials']"
"Develop and Deploy Windows Applications on Google Cloud Platform","4.6",0,1,0,0,"['Computer Science', 'Computer Security and Networks']"
"Basic Elements of Design: Design Principles and Software Overview","4.6",0,1,0,0,"['Arts and Humanities', 'History']"
"Business Models for Innovative Care for Older People","4.5",0,0,1,0,"['Business', 'Entrepreneurship']"
"Ancient Philosophy: Aristotle and His Successors","4.8",1,0,0,0,"['Arts and Humanities', 'Philosophy']"
"C++ For C Programmers, Part B","4.3",1,0,0,0,"['Computer Science', 'Software Development']"
"The Olympic Games and the Media","4.7",0,1,0,0,"['Business', 'Marketing']"
"Building Resilient Streaming Systems on GCP em Português Brasileiro","4.3",0,0,1,0,"['Data Science', 'Data Analysis']"
"Anatomy: Human Neuroanatomy","4.9",0,1,0,0,"['Health', 'Basic Science']"
"Marketing Management II","4.8",1,0,0,0,"['Business', 'Marketing']"
"Маркетинговая стратегия в digital среде (Digital marketing strategy)","4.6",0,0,1,0,"['Business', 'Marketing']"
